,text,sentiment,value
22957,fell going house .. fun,negative,-1
22958,awww bless indeed coming 68 days woooo,positive,1
22959,Just got shot arm Eww,neutral,0
22960,So sorry I missed,negative,-1
22961,trying blend know suck harm trying,negative,-1
22962,Going home get clothes,neutral,0
22963,votes sadly .. vote log yet I gon na vote,negative,-1
22964,Happy Mother Day amazing women put us crazy demanding children Thank Very much,positive,1
22965,cooked breakfast mom HAPPY,positive,1
22966,missing ontario ..,neutral,0
22967,You follow I follow As simple,neutral,0
22968,lip pierced 30 minutes died,neutral,0
22969,I thinking swine markets decline But since say anymore ...,negative,-1
22970,They admitted grandma hospital ... Shes last one please pray,negative,-1
22971,tried sleep cant bout 2 call tisha,negative,-1
22972,awesome book wait film enjoy scared x,positive,1
22973,I love colorful horsies,positive,1
22974,Morrissey cancelled,negative,-1
22975,Check latest FB post Things I want happen I think miss,neutral,0
22976,c mon people today juddday,neutral,0
22977,_estep I glad getting twittering,positive,1
22978,Hey TDukes I flwd U immediately morn.when DHmptn mentioned bit abt tattoo LOVE 1Fav twitterer,positive,1
22979,Aww ya showing us mums proud kids let everyone know,positive,1
22980,I miss nicc today,negative,-1
22981,_of_Twtr Beautiful,positive,1
22982,On way work wish I days,positive,1
22983,http //twitpic.com/4wsxi F3 w demo aero wheels Louder cut like knife U hear coming passing left,neutral,0
22984,discover whole new beautiful,positive,1
22985,Our Christian mobile directory running Just month old Visit http //tiny.cc/caribdir,neutral,0
22986,Y AM I STILL AWAKE SMH .... THIS SUCKS,negative,-1
22987,Alex slammed head edge table 30 min ago She going nice blue bruise,negative,-1
22988,thanks much definitely pass along amazing mother ...,positive,1
22989,yay,positive,1
22990,ahh love u u got twitterrr,positive,1
22991,haircut short possible even change color new,neutral,0
22992,Ugh ... Waiting .... Interminable ...,negative,-1
22993,didnt research traffic beautiful system twitter approx 100msg/second .. mine grabs 6msg/sec,positive,1
22994,feel like ..... continue long takes,negative,-1
22995,Greenville weekend best friends birthday leaving way later wanted ...,neutral,0
22996,work youth justice,neutral,0
22997,bored work ridiculous Saturday going suck class morning,negative,-1
22998,u via Meetings ...,neutral,0
22999,Oh I dubbed Breesaholic Insomniac 2 feels special oh must add third Angel drink post,neutral,0
23000,Ahh right kidney hurts soooo bad Ooommmmggggg,negative,-1
23001,Been invited join group Second Life called 'Ballistic Autistics Cute name,positive,1
23002,Type cold room,neutral,0
23003,yes know gross haha im better,neutral,0
23004,Of course I send I think would survive trip,positive,1
23005,Yes clearly relished acting together sparking performance And milking laughs,positive,1
23006,Okay gots go first time since started miss Block Party,neutral,0
23007,awesome time,positive,1
23008,fiftythousand followers ... hugh laurie needle haystack,neutral,0
23009,I would SuperTarget,neutral,0
23010,Made seamless connection Toro Toro Quebec Two,neutral,0
23011,Good Busy heck good Feeling yucky moment,neutral,0
23012,Poor I Bank Holiday Monday today,negative,-1
23013,Chillin home-watching movie tv making 'healthified streusel coffee cake,neutral,0
23014,Thanks New work arrive weeks,positive,1
23015,Me hice una maruchan,neutral,0
23016,hey guys leann dont know remember wanted say excited see guys go far,positive,1
23017,going beach today,neutral,0
23018,Just paid bills I money,negative,-1
23019,http //twitpic.com/4jfkw AFC Oh yess,positive,1
23020,coding going,neutral,0
23021,I honey I got mad yrs go I crazy,negative,-1
23022,aaahhh ... woke feels good sleep monday,positive,1
23023,I hope mom enjoys Mother Day gift,positive,1
23024,jus woke late runnin work students train,neutral,0
23025,hate able twitterize cell phone oh well,negative,-1
23026,carls jr sounds hella good bring http //myloc.me/G3o,positive,1
23027,ommg gurll u going sad,negative,-1
23028,I think super cute ...,positive,1
23029,Damnation I woke,neutral,0
23030,I know quit you-brokeback mountain,negative,-1
23031,I I probably get fired I though,neutral,0
23032,got home went totoro cafe finally first time ever liked colorful place happy atmosphere,positive,1
23033,idk lol head hurts rly bad stomach ... hmm ... personally think ive 2 deal wit,negative,-1
23034,thnx babe call u finish ....,positive,1
23035,Sometimes things say hurt ones love unintentionally And never ever take back fix,negative,-1
23036,im seeing hannah montana movie today,neutral,0
23037,Seeing people today made realize I really miss someone But I also miss grandpa gone 17 years oh moms mamagra ...,negative,-1
23038,SCREAAAAAAAAAAAAAAAAAAAAAAAAAAAAAM never freu zu frï¿½h,neutral,0
23039,nope bored hungry,negative,-1
23040,I hope like new sat nav,positive,1
23041,tx new fone dont anyones numbers,neutral,0
23042,About clean room,neutral,0
23043,thank dedication lamb unparalleled also true lambs dedication unparalleled,positive,1
23044,wish coming I guess make time though,positive,1
23045,Big Laptop big time switch Eee Bye big guy,positive,1
23046,rather random,neutral,0
23047,_morley LOL I love kids,positive,1
23048,Good Morning Everyone,positive,1
23049,Choir assembly bad hot yay,negative,-1
23050,Bummer ... Might make sunday show hopefully sun shine cloudy day,neutral,0
23051,cant fall asleep,neutral,0
23052,lonely need hug,negative,-1
23053,muscle back cramping hurts bad owww,negative,-1
23054,burned tongue workkkkkkkkkkkkkkkkk,negative,-1
23055,Im eating salad rember comment new myspace pictures plz,neutral,0
23056,two Just going visit someone,neutral,0
23057,Why I aint ur FF list im hurt,negative,-1
23058,thought already winter turns winter even started,neutral,0
23059,yayy cant wait see,neutral,0
23060,Yay Power Phone charged It hot,neutral,0
23061,omg mine omg gross I sorry I TOTALLY forgot JUST,negative,-1
23062,Oh last tweet spent half hour brushing teeth new electric toothbrush I feel great,positive,1
23063,frenchfry-corndog looks delish I WANT Welcome back Seattle,positive,1
23064,ur welcome sweetie Anytime I need find way get followers I many,positive,1
23065,bacon roll tea hack day friend openhacklondon,neutral,0
23066,people pathetic u know one trying,negative,-1
23067,It program shows Twitter Facebook status updates one .. alright yeah probably use often,neutral,0
23068,Thanks That October,positive,1
23069,Is going sleep peaceful wanted hear say Good Night happen Good Night everyone ....,neutral,0
23070,hey second kind sad ok guitar guitar guitar BBQ good time,neutral,0
23071,Dad gave old BlackBerry Not old ... But even scroll ball I want Bold,negative,-1
23072,Work Now actual work,neutral,0
23073,Back weekend working yard Didn open laptop I thankful,positive,1
23074,looked hotel web site .. place massage thats job .. lol lol,neutral,0
23075,Is coffee bean met Dean,neutral,0
23076,internet billing fee 30 13 countries setup cost 5000 usa alone,neutral,0
23077,always sunny days possible outside life get,neutral,0
23078,Six feet theme jjj,neutral,0
23079,ur gon na missed know hope things better,neutral,0
23080,wooo ... luck done,negative,-1
23081,yer ... poor little well doesnt deserve stick everyone cowell going producer,negative,-1
23082,happy mothers day moms,positive,1
23083,I feel good,negative,-1
23084,wannabe dubai,neutral,0
23085,Oh aye ..... rocks shes,positive,1
23086,still needs another 6 hours sleep,neutral,0
23087,Scrubs tonight 8.00pm woo,positive,1
23088,haha father daugter bonding time Lol anyways I g2g work get msn later I bored x,neutral,0
23089,Sweet When going publicly available,positive,1
23090,sad beloved boy online wait everyday ..,negative,-1
23091,grinning like Cheshire cat .... .... happy hell made day,positive,1
23092,hahahaha friends since sunday lame,negative,-1
23093,suck,negative,-1
23094,going sweetheart,positive,1
23095,What dreary day LA Where sunshine go,negative,-1
23096,ever met guy thatv everything want need never really went w/ g nite Daddy,positive,1
23097,OMG Ur alive LOL 2day gone sooo slow I going insane Grrr You anything tonight,neutral,0
23098,weird trigger You definitely ask monday dude ...,negative,-1
23099,I AM OFFICIALLY CELEBRATING MY 400TH TWEET Wow I proud Its great,positive,1
23100,My phone work DONS,negative,-1
23101,chillin break eatin grub pretty burnt eventful day wanting go movies Ian happening though,negative,-1
23102,Oh man rough Sounded like weekend went well Get sleep,neutral,0
23103,day long text conversation,neutral,0
23104,hey dave im UK first thing done put RR could u play ill new kids block thanks,neutral,0
23105,boo I used live upland ... Have funnnn,positive,1
23106,I good enough,negative,-1
23107,JONAS awesome I watched Groovy Movies Frankie weird lol,neutral,0
23108,Knight ... sweet dreams,positive,1
23109,In French trois nobody sitting next I feel little lonely ...,negative,-1
23110,I sick sucks IM ohbabayy33,negative,-1
23111,Just got marks ... BCIT death I swear,negative,-1
23112,GrimeStopper loss client lost job Hope quote later today turns work Drowned sorrows w huge h ...,neutral,0
23113,Dang baby love,positive,1
23114,So wish Carlton game live stupid channel 7 lol,negative,-1
23115,Why Are rooting Ali Twitter war,neutral,0
23116,So finally .. It raining Delhi,neutral,0
23117,Just sittin listenin music Follow Me,neutral,0
23118,Off bed Only one day left school get go holidays Yay Finally I getting sick school ... LOL,neutral,0
23119,Turn report ... done,neutral,0
23120,roaming Same thing happen I switched AT T,neutral,0
23121,But Iï¿½m smaller companies rather bigger ones Itï¿½s like I worked big company prove though,neutral,0
23122,plus .. janessa hurt feelings,negative,-1
23123,Forgot power cable home today,neutral,0
23124,I Russia today Because I cracking Economics tommorow I retaking aswell,neutral,0
23125,Hey whats Im library right comp sign,neutral,0
23126,Gahh This weather sucksss,negative,-1
23127,friday night home party weekend,negative,-1
23128,Maya Kibbel DOES NOT facebook myspace page,neutral,0
23129,keep telling feel better tomorrow lazy day ... Sunfay afterall Excuses,positive,1
23130,Damnit I run candy coated books,negative,-1
23131,Yeah I know Thanks much,positive,1
23132,ahhhh let watch video phone,neutral,0
23133,Hi Susan read blog It really good I look forward tweet updates,positive,1
23134,I WISH I LITERALLY COULD JUST ABOUT EVERY IN THE WORLD ... IMA NYMPH,negative,-1
23135,Java working hmph Can upload photos Facebook,negative,-1
23136,thats really fair I mean leave like dont even give us party So coming back ...,negative,-1
23137,bad luck,negative,-1
23138,OR ... Something Red Bull Hmmm You think maybe,neutral,0
23139,Listened coz reminded This depressing http //blip.fm/~5joo9,negative,-1
23140,Follow honey,neutral,0
23141,glad weekend Only one week left school kids,positive,1
23142,wow I two hour conversation someone omegle amazing,positive,1
23143,pic back .. blue ..,neutral,0
23144,oh Poor thing keep us posted,negative,-1
23145,closed voting ... u vote best movie Hope win My 4 y/o Daughter lovesss 2 sing 'The Climb,positive,1
23146,7 hours many massages later I spend time wife son It mother day ya Don forget grab gift card,neutral,0
23147,hey I make Makers tonight,neutral,0
23148,http //twitpic.com/4wah5 haha right,positive,1
23149,HAPPY MOTHER DAY TO ALL THE MOTHER S IN THE ENTIRE WORLD WE DESERVED A DAY JUST FOR US RIGHT ...,positive,1
23150,Why America celebrates mother day different day England Anyhooo ... Happy Mother Day 2 All American Mumzys x,positive,1
23151,uuuugh hate everything,negative,-1
23152,Thank I needed,positive,1
23153,Work hour,neutral,0
23154,baby fever,neutral,0
23155,think pass worm haha good morning,neutral,0
23156,ok got Knight,neutral,0
23157,_lightmare There like six hang around house If get come ... keep,neutral,0
23158,went galveston want go back,positive,1
23159,Somehow I yet accomplish thing,negative,-1
23160,I wish sister lived near,positive,1
23161,I lost without laptop And break today Made even worse 2 big bosses skipton showed today,negative,-1
23162,dissapointment hhaha,negative,-1
23163,Aural goodness,positive,1
23164,Wow Derek Rose got next student SATs He play,neutral,0
23165,make fun,neutral,0
23166,drove past hotel wish u ere I thinking december trip real white xmas,positive,1
23167,heyy sweety go advanced training waht r u hugz xxxxxxxxxx,neutral,0
23168,Sorry delay publishing weeks show Some technical difficulties encoding Will asap may Saturday,negative,-1
23169,Back hospital work ... later studio time,neutral,0
23170,I using on-screen keyboard,neutral,0
23171,I problem photo twitter amf ... see face,negative,-1
23172,Being involved requirements architecture nice I looking forward writing code,positive,1
